"   It’s great to be back with another collection of Teaching &amp; Learning e-zines for 2014! We have had such positive feedback from the previous posts that the e-zines will be published TWICE a week from now on. Tuesday’s e-zine&#160; will feature guest posts from our Innovative Schools/Teachers and Thursday’s post will be dedicated to all things Office 365 in the Classroom.&#160;&#160;  In today’s e-zine hear from Microsoft Innovative Educator Charlotte Beckhurst, from Hartsbrook E_Act School. Originally posted on ChicMeek&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;      Want to see how Windows 8 apps can support Blooms Taxonomy in the classroom? Then look no further. In light of it being the new year and with a whole many more exciting Windows 8 apps on the scene, it is about time that there was something which clearly organised them into how they can be used in the classroom, depending on what you want your children or students to be learning. I am not claiming to be inventing the wheel here, instead I have taken a great diagram that illustrates Blooms Taxonomy and adapted it for Windows 8. It is a work in progress so take a look, see what you think and send me feedback on @CharBeckhurst There’s plenty more apps to be had.   Educator Spotlight: Charlotte Beckhurst    Getting App HAPPy in the classroom #Win8 This week was a busy one what with Windows in the Classroom training as well as a trip to Havering HSIS (Hsis) with Rob Cox, from Toshiba, to promote CPD courses on Windows 8 and Office 365 in the classroom. Staff at Hartsbrook School learnt how to navigate their way around the Windows 8 platform effectively picking up some new shortcuts along the way. Sharing ideas for practise, exploring the effective use of ICT in teaching and learning,&#160; as well as having a discussion on teaching with technology versus teaching through technology, staff were then able to research the range of Windows 8 apps available and come up with innovative and creative ways to use them in the classroom. In a week’s time, the staff will be submitting their plans fully trialled and evaluated to share with everyone at Hartsbrook E-ACT Free School. In addition these plans will be available to educators locally, nationally and globally on the Partners in Learning network. I look forward to cross-promoting some of their ideas on my blog too so keep your eye out for future posts. Check out Charlotte’s interview on Anthony Salcito’s Daily Edventures     ",Microsoft Technologies
"In IIS7, we already have a URL rewrite feature as an out of band module, but in IIS6, Microsoft has not provided any such feature. This blog post talks about an open source module or filter which helps in achieving the URL rewrite functionality in IIS 6 and is freely available here http://iirf.codeplex.com. This module is distributed under the Microsoft Permissive License (Ms-PL) http://iirf.codeplex.com/license. Here is the link to the blog post: http://blogs.msdn.com/b/gaurav/archive/2013/11/12/urlrewrite-in-iis6.aspx &#160; &#160;",Microsoft Technologies
"This blogs talks about the latest version of SQL Express database, also known as LocalDB and about a specific issue when SQL Express LocalDB is deployed on IIS server. Here is the link to the blog post: http://blogs.msdn.com/b/gaurav/archive/2013/12/21/deployment-of-sql-express-localdb-on-iis.aspx",Microsoft Technologies
"Ein weiteres Highlight auf den ALM Days.  Clemens Vasters aus Windows Azure Produktgruppe in Redmond über seine Keynote Smart Products und Microsoft Services auf den ALM Days 2014 : Auf nur 4 Quadratmillimetern lassen sich heute schon 32-bit Mikrocontroller unterbringen und diese können, passendes Volumen vorausgesetzt, für weit weniger als einen Euro pro Stück eingekauft werden. Es gibt Zigbee, WiFi, und andere RF Chips für einige wenige Euro und selbst komplette GSM (UMTS/LTE) Modemmodule sind für um die 20 Euro verbaubar. Auf der Hardwareseite werden mithin die passenden Voraussetzungen geschaffen, damit Geräte und Gegenstände des täglichen Lebens in kostengünstiger Form digital aufgewertet werden können, um beispielsweise eine Steuerung oder Überwachung per Smartphone oder einfachere und sogar vorausschauende Problemdiagnose und -behebung zu ermöglichen. Clemens Vasters erläutert den schnell wachsenden Bereich der „Smart Products“ und wie die Konvergenz von operationeller Technologie und Informationstechnologie auf beiden Seiten neue Möglichkeiten eröffnet, aber auch neue Herausforderungen mit sich bringt. Dabei dreht es sich explizit um ein das ganze Spektrum von Geräten, unabhängig von Betriebssystem und Plattform, inklusive Linux und Echtzeitsystemen, und darum, welche Rolle die Microsoft Services Plattform, mit Windows Azure als Grundlage, für skalierbare und sichere Gesamtlösungen spielen kann.",Microsoft Technologies
"Blog originally posted on the Office 365 blog, December 2013,  We often hear from businesses that rely on Microsoft Office to get work done, but today we’re posting a conversation we recently had with Kara Page, a college senior majoring in biochemistry. Kara has been using Office since she was 13 years old and can’t imagine life without tools like Word, OneNote, PowerPoint and Excel helping her through college. Q: You’ve been using Office for a long time. Can you share how you’re using Office to finish your biochemistry degree? Kara: I spend a crazy amount of time in the lab and creating reports on research projects. Right now, I’m working on my thesis. One of my favourite professors shared a bunch of historical research with me, but it was all printed on paper in this massive notebook. I don’t want to lug around this huge research notebook–it weighs a ton–so I’m working on compiling everything into OneNote. That way I can access the research I need for my thesis much easier on my computer, and once I graduate, I can hand off my research digitally so someone else can pick up where I left off. I also make a ton of PowerPoint presentations and data tables in Excel. Just recently I had to write two papers and do two 30-minute presentations for one of my biochemistry classes. It was a lot of work, but after one of my presentations on a neuroscience topic I’m researching, the other people in my class told me they thought my presentation looked so good and so professional. I took all the credit for it, but really it was the templates I used in PowerPoint–I just clicked the buttons. Q: I’ve also heard you’re a real whiz with Excel. Can you share a little about how you use some advanced functioning for your reports? Kara: I was attending a prep school in Miami when I started using Excel. I had a great teacher who started teaching us 13-year-olds how to use all these functions in Excel. That completely changed my life. I rely on Excel for a lot to this day, and I can see myself using it once I start my career. Just the other weekend, I spent six hours on a lab report while everyone else spent all weekend on theirs. I created some graphs that would shift and change as I added my research, and my classmates were blown away at how easy it was. In Excel, you can make your data look really clean and change the styles. People are amazed at how fast it is and how little time it takes me to finish my reports. I also don’t keep Excel a secret–when people ask me how I did that, I show them exactly how to create tables and graphs. Those advanced functions in Excel can take a while to learn, but if you learn how to use Excel in college, you’ll be set for life.  Q: Are there other ways you’ve found Office useful in completing your degree? Kara: Office saves me regularly. I know I can work on a file and the formatting won’t get screwy, or I can have a teacher’s aide review my reports and track their changes so I can see where they made suggestions or updates. And I think that the new Student Advantage benefit will help save the day for a lot more students, too. Using Office is life changing for students–we can create better reports and better presentations if we’re given the right tools. It’s like a NASCAR driver using a race car instead of a minivan – you can do your best work when you have the right tools. Q: That’s a great analogy. What about using Microsoft Office to collaborate? Kara: I love Lync. It might sound goofy, but I love the little emoticons of the cats and dogs and sheep. I’m a teacher’s aide for a class that I teach to students in Ireland and Egypt, so I have a regular schedule of when I’m on Lync and available to talk to them and answer their questions. It feels really professional, and that way I don’t have them texting me on my personal phone or trying to talk to me outside of my office hours. I also use Skype a lot. My dad lives in Singapore and travels a lot, so it can be hard to get in touch with him. But we get to see each other a lot using Skype. My little brother, who is turning 4 years old, even knows how to use Skype. It’s so cute, and he’s already better with technology than I am! Q: What do you want to do after you graduate? Do you feel like you’re learning the skills you need for your career? Kara: I definitely think knowing how to use Office and studying hard has prepared me for the “real world.” Last summer I had an internship at a research lab for the U.S. Army and it seemed so mysterious going into it, but then I realized all they work they do there is just Excel, and I know how to use that. Everyone I worked with during that internship used Office all the time, so it was great to know my skills will transfer to the working world easily. After I graduate, I want to work for a health research organization like Genzyme where people are learning about rare diseases, or continue a family legacy in public health started by my grandfather. I want to get other people as excited about this field as I am, and I want to share my love for technology. Scientists aren’t necessarily known for producing aesthetically pleasing work, but it’s so easy to do using Office.  Check out the original blog post here, and watch Kara’s Video. ",Microsoft Technologies
"Blog originally posted on the Office 365 blog, December 2013,  We often hear from businesses that rely on Microsoft Office to get work done, but today we’re posting a conversation we recently had with Kara Page, a college senior majoring in biochemistry. Kara has been using Office since she was 13 years old and can’t imagine life without tools like Word, OneNote, PowerPoint and Excel helping her through college. Q: You’ve been using Office for a long time. Can you share how you’re using Office to finish your biochemistry degree? Kara: I spend a crazy amount of time in the lab and creating reports on research projects. Right now, I’m working on my thesis. One of my favourite professors shared a bunch of historical research with me, but it was all printed on paper in this massive notebook. I don’t want to lug around this huge research notebook–it weighs a ton–so I’m working on compiling everything into OneNote. That way I can access the research I need for my thesis much easier on my computer, and once I graduate, I can hand off my research digitally so someone else can pick up where I left off. I also make a ton of PowerPoint presentations and data tables in Excel. Just recently I had to write two papers and do two 30-minute presentations for one of my biochemistry classes. It was a lot of work, but after one of my presentations on a neuroscience topic I’m researching, the other people in my class told me they thought my presentation looked so good and so professional. I took all the credit for it, but really it was the templates I used in PowerPoint–I just clicked the buttons. Q: I’ve also heard you’re a real whiz with Excel. Can you share a little about how you use some advanced functioning for your reports? Kara: I was attending a prep school in Miami when I started using Excel. I had a great teacher who started teaching us 13-year-olds how to use all these functions in Excel. That completely changed my life. I rely on Excel for a lot to this day, and I can see myself using it once I start my career. Just the other weekend, I spent six hours on a lab report while everyone else spent all weekend on theirs. I created some graphs that would shift and change as I added my research, and my classmates were blown away at how easy it was. In Excel, you can make your data look really clean and change the styles. People are amazed at how fast it is and how little time it takes me to finish my reports. I also don’t keep Excel a secret–when people ask me how I did that, I show them exactly how to create tables and graphs. Those advanced functions in Excel can take a while to learn, but if you learn how to use Excel in college, you’ll be set for life.  Q: Are there other ways you’ve found Office useful in completing your degree? Kara: Office saves me regularly. I know I can work on a file and the formatting won’t get screwy, or I can have a teacher’s aide review my reports and track their changes so I can see where they made suggestions or updates. And I think that the new Student Advantage benefit will help save the day for a lot more students, too. Using Office is life changing for students–we can create better reports and better presentations if we’re given the right tools. It’s like a NASCAR driver using a race car instead of a minivan – you can do your best work when you have the right tools. Q: That’s a great analogy. What about using Microsoft Office to collaborate? Kara: I love Lync. It might sound goofy, but I love the little emoticons of the cats and dogs and sheep. I’m a teacher’s aide for a class that I teach to students in Ireland and Egypt, so I have a regular schedule of when I’m on Lync and available to talk to them and answer their questions. It feels really professional, and that way I don’t have them texting me on my personal phone or trying to talk to me outside of my office hours. I also use Skype a lot. My dad lives in Singapore and travels a lot, so it can be hard to get in touch with him. But we get to see each other a lot using Skype. My little brother, who is turning 4 years old, even knows how to use Skype. It’s so cute, and he’s already better with technology than I am! Q: What do you want to do after you graduate? Do you feel like you’re learning the skills you need for your career? Kara: I definitely think knowing how to use Office and studying hard has prepared me for the “real world.” Last summer I had an internship at a research lab for the U.S. Army and it seemed so mysterious going into it, but then I realized all they work they do there is just Excel, and I know how to use that. Everyone I worked with during that internship used Office all the time, so it was great to know my skills will transfer to the working world easily. After I graduate, I want to work for a health research organization like Genzyme where people are learning about rare diseases, or continue a family legacy in public health started by my grandfather. I want to get other people as excited about this field as I am, and I want to share my love for technology. Scientists aren’t necessarily known for producing aesthetically pleasing work, but it’s so easy to do using Office.  Check out the original blog post here, and watch Kara’s Video. ",Microsoft Technologies
"This blogs talks about the latest version of SQL Express database, also known as LocalDB and about a specific issue when SQL Express LocalDB is deployed on IIS server. Here is the link to the blog post: http://blogs.msdn.com/b/gaurav/archive/2013/12/21/deployment-of-sql-express-localdb-on-iis.aspx",Microsoft Technologies
"Hallo zusammen, &#160; Wenn man App-V WebApps (Java, Flash etc.) in App-V hat und aktuell diese mit App-V 4 bereitstellt, wird festellen dass diese nach der Installation von App-V 5.0 SP2 nicht mehr laufen. Das liegt an der Dynamischen Virtualisierung die mit App-V 5.0 SP2 eingeführt wurde. Also schnelle Hilfe kann man unter folgendem Registry Schlüssel: HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\AppV\Client\Virtualization im Reg_Muti_SZ “ProcessesUsingVirtualComponents” einfach die beiden Iexplore.exe...(read more)",Microsoft Technologies
"Microsoft hat mit Projekt Siena ein neues Entwicklerwerkzeug zur Erstellung von Windows 8.x Apps in einer Beta-Version ver&ouml;ffentlicht. Siena richtet sich an alle, die sehr schnell einfach Windows 8.x Apps entwickeln wollen. Das Werkzeug selbst besteht aus einer Windows 8 App, in der die eigentliche Anwendungsentwicklung stattfindet, und ein paar Tools, mit der diese Anwendungen dann, wenn gew&uuml;nscht in Visual Studio Projekte konvertiert und/oder im offiziellen Windows Store ver&ouml;ffentlicht werden k&ouml;nnen.Um mit Siena Apps zu entwickeln, ben&ouml;tigt man nicht viel mehr als Grundkenntnisse in PowerPoint und Excel sowie ein Windows 8 Ger&auml;t, auf dem die Siena App erstellt wird. Verschiedene Datenquellen k&ouml;nnen konfiguriert und deren Daten in die App zur grafischen Aufbereitung importiert werden. Als Datenquelle werden unter anderem Excel-Dokumente, Windows Azure mobile Services, RSS-Feeds oder auch SharePoint Listen unterst&uuml;tzt. Grafische Elemente k&ouml;nnen auf der Oberfl&auml;che platziert und mit Excel-&auml;hnlichen Funktionen hinterlegt werden. Siena eignet sich damit zur Entwicklung kleinerer Apps, die Daten bestimmter Quellen visualisieren. Folgende Szenarien sind somit problemlos umsetzbar: &bull;&nbsp;Visualisierung tabellenartig strukturierter Daten&bull;&nbsp;Auswahl und Wiedergabe von Mediendateien (Audio, Video etc.) (ggf. mit Begleittexten)&bull;&nbsp;Apps zur Aufnahme und Speicherung von Fotos, Videos und Sprache&bull;&nbsp;Prototyping von Apps, die sp&auml;ter beispielsweise in Visual Studio weiterentwickelt werden&bull;&nbsp;Interaktiver App-Entwurf zusammen mit sp&auml;teren AnwendernUnser Experte Holger Sirtl erkl&auml;rt im neuen deutschen Kurs in der Microsoft Virtual Academy wie Projekt Siena genau funktioniert und welche M&ouml;glichkeiten es bietet. Ausf&uuml;hrliche Informationen und eine Anleitung zum Projekt Siena gibt es au&szlig;erdem in Holgers Blog.",Microsoft Technologies
"Dieser Tipp ist ein “Anhang” an den vorherigen Tipp 24 zum Thema Copy &amp; Paste. Er ist aber zu gut um nicht alleine gelistet zu werden:&#160; Man kann in Visual Studio auf “alte” Werte in der Zwischenablage zugreifen.  Wenn man in Visual Studio beim Einfügen von Werten aus der Zwischenablage einfach mal zusätzlich die Shift-Taste drückt und dann mehrmals Ctrl+V, wird man feststellen, dass “alte” Werte aus der Zwischenablage auftauchen. Das heißt ich kann mehrere Werte über Ctrl+C oder Ctrl+X in die Zwischenablage verfrachten und diese dann nacheinander durchgehen. Immer wenn ich einen Wert einfüge, ist dieser komplett markiert, wird also, falls ich erneut Ctrl+V+Shift drücke, mit dem nächsten Wert aus der Zwischenablage ersetzt. Das ist wirklich sehr komfortabel, probiert es einfach aus. Wenn ich also in dieser Reihenfolge Abschnitte markiere und in die Zwischenlage kopiere … Ctrl+C  Ctr+C  Ctrl+C  … würde ich über Ctrl+V folgendes erhalten:  Über Ctr+V+Shift erhalte ich beim ersten mal das gleiche, beim zweiten mal folgendes:  Beim dritten mal das:   Das ganze nennt sich “Ring”, weil immer dann, wenn kein älterer Eintrag mehr in der Zwischenablage ist, wieder beim neusten angefangen wird. Tl;dr Beim Einfügen von Text aus der Zwischenablage kann man mit gehaltener Shift-Taste auf alte Werte zugreifen. Kurzer Text am Rande:  Dieser Post ist Teil einer längeren Serie, in der ich ein paar der vielleicht nicht ganz so bekannten Features von Visual Studio vorstellen werde. Ich hoffe, für Euch ist der ein oder andere Kniff dabei, den Ihr noch nicht kanntet. Und wenn ihr ihn doch schon kennt: Seid stolz auf Euch und verratet den Trick auch dem Entwickler neben Euch.",Microsoft Technologies
"In Visual Studio gibt es seit geraumer Zeit eine Art Copy &amp; Paste für Fortgeschrittene. Copy &amp; Paste funktioniert ja ganz normal mit Ctrl+C, Ctrl+V. Vielleicht kennt Ihr das Problem, dass Ihr versehentlich mal eine Zeile kopiert, in der gar nix drin steht. Ihr habt dann in Eurer Zwischenablage eine leere Zeile – na super! Gleichzeit habt Ihr vielleicht unmittelbar vorher einen wichtigen Schnipsel Code mit Ctrl+X ausgeschnitten. Wenn Ihr den dann mit einer leeren Zeile Code überbügelt habt, dann ist das natürlich doppelt ärgerlich. Aber keine Sorge, es gibt einen Weg aus der Misere: Man kann Visual Studio dazu überreden, dass es keine leeren Codezeilen mehr kopiert. &#160; Ich denke, die meisten werden diese Einstellung beibehalten, sobald sie mal getroffen ist. Wo stellt man das ein? Nun, am einfachsten gibt man in der Quicklaunch Zeile (Ctrl+Q) einfach mal “Copy” ein.   Der erste Treffer bringt einen direkt zum Einstellungmenü, wo die entsprechende Seite auch schon geöffnet ist.  Hier kann man ein Häckchen wegnehmen bei “Apply Cut or Copy commands to blank lines when there’s no selection. Das wird das unbeabsichtigte Kopieren einer leeren Zeile verhindern. Wichtig: Das funktioniert nur, wenn man wirklich nichts selektiert hat. Wenn man mehrere leere Zeilen selektiert, dann werden diese dennoch in die Zwischenablage kopiert. Umgekehrt führt dieses Verhalten natürlich dazu, dass man jetzt manchmal Ctrl+C, Ctrl+V nutzen kann, ohne, dass was passiert – dann bleibt der “alte” Wert in der Zwischenablage. Gemeinhin sollte das aber kein Problem sein. Tl;dr Über das Settings Menü kann man das Kopieren von Leerzeilen verhindern. Kurzer Text am Rande:  Dieser Post ist Teil einer längeren Serie, in der ich ein paar der vielleicht nicht ganz so bekannten Features von Visual Studio vorstellen werde. Ich hoffe, für Euch ist der ein oder andere Kniff dabei, den Ihr noch nicht kanntet. Und wenn ihr ihn doch schon kennt: Seid stolz auf Euch und verratet den Trick auch dem Entwickler neben Euch.",Microsoft Technologies
"Mit &#8220;Project Siena&#8221; erhalten jetzt auch alle App-Interessierten ohne weitreichende Programmierkenntnisse die Möglichkeit, Apps für Windows 8 zu erstellen. &#8220;Project Siena&#8221; befindet sich noch im Beta-Stadium und ist im Windows Store ...read more...(read more)",Microsoft Technologies
"Esses dias estive olhando v&aacute;rios artigos sobre SQL Server em busca de inspira&ccedil;&atilde;o. Descobri que a fun&ccedil;&atilde;o fn_dblog &eacute; uma das mais usadas para montar uma demonstra&ccedil;&atilde;o de &ldquo;internals&rdquo; do SQL Server. &Oacute;timo, pois agora &eacute; minha vez de mostrar algo sobre ela. Exemplo:   Podemos usar a fun&ccedil;&atilde;o fn_dblog para ilustrar o que acontece com um comando UPDATE ap&oacute;s passar por uma replica&ccedil;&atilde;o transacional.   select * from ::fn_dblog(null,null)   UPDATE (normal):      UPDATE (com replica&ccedil;&atilde;o):    Como m&aacute;gica, revelamos que um comando UPDATE foi substitu&iacute;do pelo par de comandos (DELETE, INSERT).  Esse foi um r&aacute;pido exemplo do porqu&ecirc; essa fun&ccedil;&atilde;o fn_dblog &eacute; t&atilde;o usada em demonstra&ccedil;&otilde;es - ela mostra muita coisa interessante e invis&iacute;veis ao olho humano. A fun&ccedil;&atilde;o db_fnlog executa a leitura sequencial do log. Ela utiliza uma l&oacute;gica praticamente id&ecirc;ntica ao LogReader (sim, aquele rob&ocirc; usado pela replica&ccedil;&atilde;o transacional e Change Data Capture), usando o mecanismo chamado de &ldquo;Log Scan&rdquo;. O seu funcionamento &eacute; bastante simples:  Primeiro se localiza o in&iacute;cio do log (que normalmente corresponde ao &uacute;ltimo checkpoint nas bases de recovery simple) Depois, os registros do log s&atilde;o carregados em mem&oacute;ria e decodificados no formato de tabela  Agora v&atilde;o as minhas dicas sobre como montar uma Demo do Transaction Log: 1. Comece &ldquo;limpando&rdquo; os logs usando o comando de CHECKPOINT A fun&ccedil;&atilde;o fn_dblog sempre procura o &uacute;ltimo checkpoint realizado. Ao &ldquo;limpar&rdquo; o log, somente tr&ecirc;s registros s&atilde;o reportados:    O comando CHECKPOINT grava o ponto de in&iacute;cio (LOP_BEGIN_CKPT), descarrega as p&aacute;ginas em disco, atualiza a p&aacute;gina de boot com o &uacute;ltimo LSN (LOP_XACT_CKPT &ndash;&gt LCX_BOOT_PAGE_CKPT) e finaliza sua transa&ccedil;&atilde;o (LOP_END_CKPT). 2. Domine o conceito do Log Sequence Number (LSN) Sempre que voc&ecirc; olhar o arquivo de log, vai se deparar com o conceito de LSN. Com a fun&ccedil;&atilde;o db_fnlog n&atilde;o &eacute; diferente, pois a primeira coluna corresponde ao &ldquo;Current LSN&rdquo;. Assim recomendo que se acostume com o formato desse identificador.  Log Sequence Number (LSN) http://blogs.msdn.com/b/fcatae/archive/2010/02/24/log-sequence-number-lsn.aspx  Resumindo: o primeiro hexadecimal corresponde ao Virtual Log File (VLF), enquanto que o segundo e o terceiro s&atilde;o o offset de deslocamento (LogBlock + Slot).  3. Conhe&ccedil;a as estruturas de aloca&ccedil;&atilde;o do SQL Server Os cursos de internals normalmente falam das p&aacute;ginas GAM, SGAM e IAM e depois citam as estruturas de Allocation Unit, Partition e HoBT. Todas essas informa&ccedil;&otilde;es est&atilde;o presentes no log.  Context PartitionId AllocUnitId (AllocUnitName) Page ID / Slot ID  A coluna AllocUnitName apresenta o nome do objeto, entretanto, essa informa&ccedil;&atilde;o n&atilde;o &eacute; armazenada no log. Na realidade, a fun&ccedil;&atilde;o determina o nome do objeto a partir do AllocUnitId. 4. Por curiosidade, procure entender o que significa o Transaction SID e SPID.  Acredito que os &ldquo;amigos do sp_who&rdquo; saibam bem o significado de SPID. Em rela&ccedil;&atilde;o ao Transaction SID, procure pela fun&ccedil;&atilde;o SUSER_SNAME. Voc&ecirc; pode se surpreender!   5. Essa fun&ccedil;&atilde;o &eacute; n&atilde;o documentada. Portanto, evite rodar em uma base de produ&ccedil;&atilde;o.  Uma alternativa &eacute; usar o XEvent. Veja o blog do Luti:  Estudando o TLog usando xEvents http://luticm.blogspot.com.br/2012/05/estudando-o-tlog-usando-xevents.html ",Microsoft Technologies
Esses dias estive olhando v&aacute;rios artigos sobre SQL Server em busca de inspira&ccedil;&atilde;o. Descobri que a fun&ccedil;&atilde;o fn_dblog &eacute; uma das mais usadas para montar uma demonstra&ccedil;&atilde;o de &ldquo;internals&rdquo; do SQL ...read more...(read more),Microsoft Technologies
"Máte-li zájem účastnit se největší evropské technické akce společnosti Microsoft pro IT Profesionály a vývojáře, TechEd Europe 2014 , pak si rezervujte konec října 2014. &#160; Registrace bude otevřena za několik týdnů. Více informací naleznete na adrese http://europe.msteched.com . Buri...(read more)",Microsoft Technologies
"Case Study submitted by Scott Carrington, Head of Technology Faculty, Redden Court School Redden Court School is a forward thinking and progressive secondary school. We seek to achieve the very best for all our students through the use of advanced technology and a rich variety of educational approaches. As a Specialist Academy for Mathematics and Computing, we continue to use our strengths in these areas to enhance the learning opportunities for all students and raise standards across the curriculum. As an innovative school, we are venturing into the use of tablets, wireless technology and cloud computing to enhance teaching and learning within school and provide further opportunities for students to extend their knowledge outside of school. Our journey has started with the use of Microsoft Surface RT tablets but we plan to progress further by offering 1:1 and BYOD services in the near future. Please read our initial findings in the case study below.  Students are embracing the Surface RTs at Redden Court School. Below are some photos of a Key Stage 4 class working on their GCSE controlled assessment:  Some are starting to make use of some of the Surface’s features, such as the kick stand, on screen keyboard, USB drive and the split screen, which is particularly useful when working on the spreadsheet task. Teachers are also becoming more familiar with the tablets and starting to use them as a visualizer for sharing good work on the screen and as a camera, which some of the more confident students particularly enjoy!  The use of tablets is certainly promoting collaborative learning, particularly through the touch screen functionality. The size and portability of the Surface tablets also allows for a more personal learning environment where students feel confident to share their work with each other and combine their strengths to complete tasks.  With most classes we have tried to give them 1 lesson a week on the tablets and 1 lesson on the PCs. This is to ensure that they develop the skills to adapt to a range of tools and it allows them to experience the benefits of both scenarios. It took a while for students (and staff) to get used to not being able to access the school’s network drive and their documents locally when on the tablets. However, they are gradually becoming more experience in saving work to their memory sticks or SkyDrive accounts through LGFL and Office 365. This is providing the students with a first-hand experience of cloud computing, which is a theory topic for the GCSE ICT. Office365 is also allowing teachers to set more challenging tasks for home learning as all students now have access to the Office suite at home.  Another benefit of Office 365 through LGFL SkyDrive is the ability for students and staff to share and follow documents which provides opportunities for full collaboration, such as adding, editing and commenting on each other’s work in the same document in real time. This is perfect for group work and class forums. At Redden Court we firmly believe that as tablets continue to become more multi-functional, they will replace the need to spend/waste money on a range of equipment such as cameras, video recorders, microphones, smart boards, etc. One of our favourite unique features of the Microsoft Surface tablets is the panoramic photo stitching facility. Not only do they provide a wider view of whole class learning but they also have a range of benefits. One of these benefits is highlighting key points of health and safety, which is a great starter for new students to the school. Another is from business perspective as we are able to upload interactive panoramic photos/videos of our specialist suites and rooms that can be hired during out of school hours.(see images below)  There are other features of the tablet that we have only scratched the ‘Surface’ with so far but we plan to embed them more into our lessons on a regular basis. This includes researching and experimenting with the app store and using the vast range of apps available.  Students are enjoying using the tablets and on the whole they have been a success. We certainly see the potential in the project and once we get through some of the technical issues, we will be able to fully embrace the use of tablets to enhance teaching and learning throughout the school. Mr Carrington Head of Technology Faculty Redden Court School",Microsoft Technologies
